url,title,location,latitude,longitude,price,description,property_type,available_date,photo_count,first_photo_url,all_photos,contact_info,management_company,amenities,age,ages,any_pets,available,balcony_roof_terrace,bills_included,broadband_included,couples_allowed,deposit,deposit(room_1),deposit(room_2),deposit(room_3),deposit(room_4),disabled_access,furnishings,garage,garden_patio,gender,living_room,max_age,maximum_term,min_age,minimum_term,"number
https://www.spareroom.co.uk/flatshare/london/oval/17910323?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,üî• Fully Furnished Room in Oval Äì MOVE IN NOW!,Oval,51.4815297,-0.1166178,920,"House shareOvalSW8Area infoView on map920 pcm(NOW LET)800 pcmdoubleAvailabilityAvailableNowMinimum term7 monthsMaximum termNoneExtra costDeposit800.00Bills included?YesAmenitiesFurnishingsFurnishedDisabled accessLiving roomNoBroadband includedYesCurrent household#
        
        
          hous...",Room,now,7,https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97133906.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97133906.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97133905.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97133907.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96984166.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96984165.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96984170.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96984164.jpg",Free tocontact,N/A,"Bills Included, Furnished",,23 to 35,No,Now,,Yes,Yes,No,800,,,,,,Furnished,,,"2 Females, 3 Males",No,39,None,18,7 months,5,,Available to all,,No,920 pcm,Yes,(NOW LET),No,No,6,
https://www.spareroom.co.uk/flatshare/london/west_ham/16719489?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,üî• Modern 2 Double Rooms in West Ham üî•,West Ham,51.53364241,0.009041901,950,Flat shareWest HamE15Area infoWest Ham StationTube map5-10 minutes walk awayView on map950 pcmdouble900 pcmdoubleAvailabilityAvailableNowMinimum term7 monthsMaximum termNoneExtra costDeposit(Room 1)950.00Deposit(Room 2)900.00Bills included?YesAmenitiesFurnishingsFurnishedParkingNoGarageNoGarden/...,Room,now,12,https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159827.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159827.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159716.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159715.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159717.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159710.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159711.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159712.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159714.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/09/95099242.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/DLR_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Banksia Limited,"Parking, Garden, Bills Included, Furnished",,27 to 29,No,Now,No,Yes,Yes,Yes,,950,900,,,No,Furnished,No,No,3 Males,shared,39,None,18,7 months,,3,Available to all,No,No,950 pcm,Yes,double,Yes,No,3,
https://www.spareroom.co.uk/flatshare/london/borough/17925850?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,ZONE 1,Borough,51.4973431,-0.0879727,265,"Flat shareBoroughSE1Area infoBorough StationTube map5-10 minutes walk awayView on map265 pwdouble265 pwdouble320 pwdoubleAvailabilityAvailable11 Sep 2025Minimum term12 monthsMaximum term12 monthsExtra costDeposit(Room 1)1,325.00Deposit(Room 2)1,325.00Deposit(Room 3)1,600.00Bills included?SomeA...",Room,N/A,1,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png,Free tocontact,N/A,Bills Included,,,,11-Sep-25,Yes,Some,Yes,Yes,,"1,325.00","1,325.00","1,600.00",,No,Furnished,No,No,,No,,12 months,18,12 months,,,Available to all,No,No,265 pw,Yes,double,No,,,
https://www.spareroom.co.uk/flatshare/london/highbury/17926764?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,XXXX,Highbury,51.5549091,-0.0920791,210,Flat shareHighburyN5Area infoCanonbury StationTube map0-5 minutes walk awayView on map210 pw(NOW LET)220 pwdouble225 pwdouble235 pwdoubleAvailabilityAvailable25 Aug 2025Minimum term12 monthsMaximum termNoneExtra costDeposit(Room 2)0.00Deposit(Room 3)0.00Deposit(Room 4)0.00Bills included?SomeA...,Room,now,2,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png,"https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,N/A,Bills Included,23,,No,25-Aug-25,Yes,Some,Yes,No,,,0,0,0,No,Furnished,No,Yes,Female,No,,None,,12 months,,1,Available to all,No,No,210 pw,No,(NOW LET),No,No,4,
https://www.spareroom.co.uk/flatshare/london/marylebone/17924923?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Paddington,Marylebone,51.5248073,-0.1708956,255,"Flat shareMaryleboneNW8Area infoEdgware Road StationTube map5-10 minutes walk awayView on map255 pwdouble285 pwdouble320 pwdoubleAvailabilityAvailable07 Sep 2025Minimum term12 monthsMaximum term12 monthsExtra costDeposit(Room 1)1,275.00Deposit(Room 2)1,425.00Deposit(Room 3)1,600.00Bills includ...",Room,N/A,1,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png,Free tocontact,N/A,N/A,,,,7-Sep-25,Yes,Some,Yes,Yes,,"1,275.00","1,425.00","1,600.00",,No,Furnished,No,No,,shared,,12 months,18,12 months,,,Available to all,No,No,255 pw,Yes,double,No,,,
https://www.spareroom.co.uk/flatshare/london/old_street/17926004?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Old Street,Old Street,51.5291855,-0.0879214,230,"Flat shareOld StreetN1Area infoOld Street StationTube map5-10 minutes walk awayView on map230 pw(NOW LET)255 pwdouble265 pwdouble280 pwdoubleAvailabilityAvailable25 Aug 2025Minimum term12 monthsMaximum term12 monthsExtra costDeposit(Room 2)1,275.00Deposit(Room 3)1,325.00Deposit(Room 4)1,400.0...",Room,now,2,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png,"https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,N/A,N/A,,,,25-Aug-25,No,Some,Yes,No,,,"1,275.00","1,325.00","1,400.00",No,Furnished,No,No,,No,,12 months,18,12 months,,,Available to all,No,No,230 pw,Yes,(NOW LET),No,,,
https://www.spareroom.co.uk/flatshare/london/kilburn/17926060?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,DonÄôt Miss Out!,Kilburn,51.5408786,-0.2006502,190,"Flat shareKilburnNW6Area infoBrondesbury StationTube map5-10 minutes walk awayView on map190 pw(NOW LET)235 pwdouble240 pwdouble265 pwdoubleAvailabilityAvailable09 Sep 2025Minimum term12 monthsMaximum term12 monthsExtra costDeposit(Room 2)1,175.00Deposit(Room 3)1,200.00Deposit(Room 4)1,325.00...",Room,now,2,https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png,"https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,N/A,N/A,,,,9-Sep-25,No,Some,Yes,No,,,"1,175.00","1,200.00","1,325.00",No,Furnished,No,No,,No,,12 months,18,12 months,,,Available to all,No,No,190 pw,Yes,(NOW LET),No,,,
https://www.spareroom.co.uk/flatshare/london/acton/17928145?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Lovely Spacious Double Bedroom in Acton W3,Acton,51.5047252,-0.2540071,"1,020","Flat shareActonW3Area infoActon Central StationTube map5-10 minutes walk awayView on map1,020 pcmdoubleAvailabilityAvailableNowMinimum term6 monthsMaximum term6 monthsExtra costDeposit0.00Bills included?YesAmenitiesFurnishingsFurnishedParkingNoGarageNoGarden/patioNoBalcony/roof terraceNoDisabled a...",Room,now,7,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97128023.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97128023.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97128027.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97128020.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97128021.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97128022.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,0,,,,,No,Furnished,No,No,3 Males,shared,45,6 months,21,6 months,,3,Not suitable for students,No,No,"1,020 pcm",Yes,double,No,No,4,
https://www.spareroom.co.uk/flatshare/london/earlsfield/17929715?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Stunning Professional House in Earlsfield,Earlsfield,51.4489372,-0.1837013,975,House shareEarlsfieldSW18Area infoEarlsfield StationTube map5-10 minutes walk awayView on map975 pcmdoubleAvailabilityAvailable19 Sep 2025Minimum term6 monthsMaximum termNoneExtra costDeposit0.00Bills included?YesAmenitiesFurnishingsFurnishedParkingNoGarageNoGarden/patioYesBalcony/roof terraceNoDi...,House,N/A,8,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/14/97140970.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/14/97140970.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/14/97140976.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/14/97140975.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/14/97140974.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/14/97140971.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/14/97140972.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/14/97140973.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,19-Sep-25,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,4 Males,shared,45,None,21,6 months,4,,Not suitable for students,No,No,975 pcm,Yes,double,No,No,5,
https://www.spareroom.co.uk/flatshare/london/ealing/17911933?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Less Than One Min To The Elizabeth Line!,Ealing,51.5143727,-0.3198194,931,Flat shareEalingW13Area infoView on map931 pcm(NOW LET)902 pcm(NOW LET)931 pcm(NOW LET)902 pcm(NOW LET)AvailabilityAvailableNowMinimum term6 monthsMaximum term12 monthsExtra costBills included?YesAmenitiesFurnishingsFurnishedParkingNoGarageNoGarden/patioNoBalcony/roof terraceNoDisabled accessNoL...,Flat,now,6,https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/99/96996893.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/99/96996893.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/99/96996888.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/99/96996884.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/99/96996883.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/99/96996886.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/99/96996892.jpg",Free tocontact,N/A,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,,,,,,No,Furnished,No,No,2 Males,No,45,12 months,21,6 months,,2,Not suitable for students,No,No,931 pcm,Yes,(NOW LET),No,No,6,
https://www.spareroom.co.uk/flatshare/london/ealing/17901034?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Large room moments from West Ealing Station,Ealing,51.5105629,-0.3282172,843,House shareEalingW13Area infoWest Ealing StationTube map5-10 minutes walk awayView on map843 pcmdoubleAvailabilityAvailable31 Aug 2025Minimum term6 monthsMaximum term12 monthsExtra costDeposit0.00Bills included?YesAmenitiesFurnishingsFurnishedParkingNoGarageNoGarden/patioYesBalcony/roof terraceNoD...,Room,N/A,6,https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/92/96924731.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/92/96924731.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/90/96907898.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/90/96907900.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/90/96907896.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/90/96907895.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,31-Aug-25,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,4 Males,shared,45,12 months,21,6 months,4,,Not suitable for students,No,No,843 pcm,Yes,double,No,No,5,
https://www.spareroom.co.uk/flatshare/london/north_acton/17880718?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,North Acton Professional Home,North Acton,51.5263178,-0.2534981,909,House shareNorth ActonNW10Area infoView on map909 pcmdouble854 pcm(NOW LET)AvailabilityAvailableNowMinimum term3 monthsMaximum termNoneExtra costDeposit0.00Bills included?YesAmenitiesFurnishingsFurnishedParkingNoGarageNoGarden/patioYesBalcony/roof terraceNoDisabled accessNoLiving roomsharedBroadb...,Room,now,8,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/15/97155005.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/15/97155005.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739453.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739460.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739457.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739458.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739461.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739454.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/73/96739462.jpg",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,"1 Female, 2 Males",shared,45,None,21,3 months,3,,Available to all,No,No,909 pcm,Yes,double,No,No,5,
https://www.spareroom.co.uk/flatshare/london/ealing/17924710?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,En suite room moments from the Station and High St,Ealing,51.5025667,-0.3148796,"1,075","House shareEalingW13Area infoSouth Ealing StationTube map5-10 minutes walk awayView on map1,075 pcmdouble En suiteAvailabilityAvailableNowMinimum term6 monthsMaximum term12 monthsExtra costDeposit1,075.00Bills included?YesAmenitiesFurnishingsFurnishedParkingNoGarageNoGarden/patioYesBalcony/roof te...",Room,now,9,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/10/97101006.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/10/97101006.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101007.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101011.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101008.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101009.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101012.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101015.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97101032.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png",Free tocontact,N/A,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,"1,075.00",,,,,No,Furnished,No,Yes,"2 Females, 3 Males",shared,45,12 months,21,6 months,5,,Not suitable for students,No,No,"1,075 pcm",Yes,double En suite,No,No,6,
https://www.spareroom.co.uk/flatshare/london/ealing/17912775?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Large room moments from the West Ealing Station,Ealing,51.5125955,-0.3225654,925,House shareEalingW13Area infoWest Ealing StationTube map0-5 minutes walk awayView on map925 pcmdoubleAvailabilityAvailableNowMinimum term2 monthsMaximum termNoneExtra costDeposit0.00Bills included?YesAmenitiesFurnishingsFurnishedParkingNoGarageNoGarden/patioYesBalcony/roof terraceNoDisabled access...,Room,now,8,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/00/97003333.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/00/97003333.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97003334.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97003335.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97003336.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97003338.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97003339.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97003340.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,"3 Females, 1 Male",No,45,None,21,2 months,4,,Not suitable for students,No,No,925 pcm,Yes,double,No,No,5,
https://www.spareroom.co.uk/flatshare/london/ealing/17922407?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Huge Room moments from the UG at: Northfields,Ealing,51.5057237,-0.3193165,878,House shareEalingW13Area infoNorthfields StationTube map5-10 minutes walk awayView on map878 pcmdoubleAvailabilityAvailableNowMinimum term6 monthsMaximum term6 monthsExtra costDeposit0.00Bills included?YesAmenitiesFurnishingsFurnishedParkingNoGarageNoGarden/patioYesBalcony/roof terraceNoDisabled a...,Room,now,6,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/08/97081835.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/08/97081835.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97081826.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97081830.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97081832.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97081828.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,4 Males,shared,45,6 months,21,6 months,4,,Not suitable for students,No,No,878 pcm,Yes,double,No,No,5,
https://www.spareroom.co.uk/flatshare/london/drayton_green/17826111?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Luxurious house with so much social space!,Drayton Green,51.5207382,-0.3272966,885,House shareDrayton GreenW13Area infoView on map885 pcmdoubleAvailabilityAvailableNowMinimum term2 monthsMaximum term2 monthsExtra costDeposit0.00Bills included?YesAmenitiesFurnishingsFurnishedParkingNoGarageNoGarden/patioYesBalcony/roof terraceNoDisabled accessNoLiving roomsharedBroadband included...,Room,now,11,https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/27/96277337.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/27/96277337.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277336.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277333.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277328.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277331.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277332.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277334.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277327.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277335.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277329.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277330.jpg",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,"1 Female, 3 Males",shared,45,2 months,21,2 months,4,,Not suitable for students,No,No,885 pcm,Yes,double,No,No,5,
https://www.spareroom.co.uk/flatshare/london/chiswick/17909524?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Massive room in Chiswick,Chiswick,51.5007063,-0.2540599,"1,137","House shareChiswickW4Area infoTurnham Green StationTube map5-10 minutes walk awayView on map1,137 pcmdoubleAvailabilityAvailable31 Aug 2025Minimum term6 monthsMaximum term6 monthsExtra costDeposit0.00Bills included?YesAmenitiesFurnishingsFurnishedParkingNoGarageNoGarden/patioYesBalcony/roof terrac...",Room,N/A,10,https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/97/96977263.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/97/96977263.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977270.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977264.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977265.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977266.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977267.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977262.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977268.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977269.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,31-Aug-25,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,All Males,shared,45,6 months,21,6 months,6,,Not suitable for students,No,No,"1,137 pcm",Yes,double,No,No,7,
